Staff_ID,Staff_FName,Staff_LName,Staff_password,Dept,Country,Email,Access_ID
151593,Rithy,Sok,rithy@123,Engineering,Vietnam,Rithy.Sok@allinone.com.vn,2
151595,Mani,Devi,mani@123,Engineering,Singapore,Mani.Devi@allinone.com.sg,2
151596,Koh,Seng,koh@123,Engineering,Singapore,Koh.Seng@allinone.com.sg,2
151597,Arifin,Saputra,arifin@123,Engineering,"Hong Kong",Arifin.Saputra@allinone.com.hk,2
151598,Kumari,Pillai,kumari@123,Engineering,Singapore,Kumari.Pillai@allinone.com.sg,2
151600,Narong,Chua,narong@123,Engineering,Singapore,Narong.Chua@allinone.com.sg,3
151601,Thi,Ling,thi@123,Engineering,Singapore,Thi.Ling@allinone.com.sg,2
151602,Vannak,Seng,vannak@123,Engineering,Singapore,Vannak.Seng@allinone.com.sg,2
151603,Phuong,Truong,phuong@123,Engineering,Singapore,Phuong.Truong@allinone.com.sg,2
151605,Srey,Suon,srey@123,Engineering,Singapore,Srey.Suon@allinone.com.sg,2
151606,Hlaing,Myat,hlaing@123,Engineering,Indonesia,Hlaing.Myat@allinone.com.id,2
151607,Anh,Vo,anh@123,Engineering,Singapore,Anh.Vo@allinone.com.sg,2
151608,Chin,Chen,chin@123,Engineering,Malaysia,Chin.Chen@allinone.com.my,2
151609,Nara,Loo,nara@123,Engineering,Singapore,Nara.Loo@allinone.com.sg,2
151610,Somchai,Kong,somchai@123,Engineering,Vietnam,Somchai.Kong@allinone.com.vn,2
151611,Rath,Khun,rath@123,Engineering,Singapore,Rath.Khun@allinone.com.sg,2
151612,Chinh,Nguyen,chinh@123,Engineering,Singapore,Chinh.Nguyen@allinone.com.sg,2
151613,Yee,Chong,yee@123,Engineering,"Hong Kong",Yee.Chong@allinone.com.hk,2
160008,Sally,Loh,sally@123,HR,Singapore,Sally.Loh@allinone.com.sg,4
160065,John,Tan,john@123,HR,Singapore,John.Tan@allinone.com.sg,2
160075,James,Tan,james@123,HR,Singapore,James.Tan@allinone.com.sg,3
160076,Jack,Goh,jack@123,HR,Singapore,Jack.Goh@allinone.com.sg,4
160118,Derek,Chan,derek@123,HR,Singapore,Derek.Chan@allinone.com.sg,4
160135,Jaclyn,Ong,jaclyn@123,HR,Singapore,Jaclyn.Ong@allinone.com.sg,4
160142,Benjamin,Teo,benjamin@123,HR,Singapore,Benjamin.Teo@allinone.com.sg,4
160143,Lucas,Lee,lucas@123,HR,Singapore,Lucas.Lee@allinone.com.sg,4
160145,Mary,Wong,mary@123,HR,Singapore,Mary.Wong@allinone.com.sg,2
160146,Oliva,Yong,oliva@123,HR,Singapore,Oliva.Yong@allinone.com.sg,2
160148,Henry,Lim,henry@123,HR,Singapore,Henry.Lim@allinone.com.sg,2
160155,Alexander,Heng,alexander@123,HR,Singapore,Alexander.Heng@allinone.com.sg,2
160188,Emma,Toh,emma@123,HR,Singapore,Emma.Toh@allinone.com.sg,2
160212,Charlotte,The,charlotte@123,HR,Singapore,Charlotte.The@allinone.com.sg,2
160213,Amelia,Ng,amelia@123,HR,Singapore,Amelia.Ng@allinone.com.sg,2
160218,Eva,Tan,eva@123,HR,Singapore,Eva.Tan@allinone.com.sg,2
160225,Sophia,Fu,sophia@123,HR,Singapore,Sophia.Fu@allinone.com.sg,4
160258,Michael,Tong,michael@123,HR,Singapore,Michael.Tong@allinone.com.sg,4
160282,Ethan,Loh,ethan@123,HR,Singapore,Ethan.Loh@allinone.com.sg,4
160283,Somchai,Kong,somchai@123,HR,Singapore,Somchai.Kong@allinone.com.sg,4
160284,Rath,Khun,rath@123,HR,Singapore,Rath.Khun@allinone.com.sg,4
160286,Chinh,Nguyen,chinh@123,HR,Singapore,Chinh.Nguyen@allinone.com.sg,4
160287,Yee,Chong,yee@123,HR,Singapore,Yee.Chong@allinone.com.sg,2
160288,Heng,Phal,heng@123,HR,Singapore,Heng.Phal@allinone.com.sg,2
160289,Sokunthea,Seng,sokunthea@123,HR,Singapore,Sokunthea.Seng@allinone.com.sg,2
160290,Champa,Pheap,champa@123,HR,Singapore,Champa.Pheap@allinone.com.sg,2
160291,Rahim,Harun,rahim@123,HR,Singapore,Rahim.Harun@allinone.com.sg,2
160293,Hakim,Sulaiman,hakim@123,HR,Singapore,Hakim.Sulaiman@allinone.com.sg,2
160294,Trung,Nguyen,trung@123,HR,Singapore,Trung.Nguyen@allinone.com.sg,2
160295,Seng,Sao,seng@123,HR,Singapore,Seng.Sao@allinone.com.sg,2
160296,Narong,Savoeun,narong@123,HR,Singapore,Narong.Savoeun@allinone.com.sg,4
160297,Phuc,Luong,phuc@123,HR,Singapore,Phuc.Luong@allinone.com.sg,2
160298,Chandara,Tith,chandara@123,HR,Singapore,Chandara.Tith@allinone.com.sg,2
160299,Soma,Voeun,soma@123,HR,Singapore,Soma.Voeun@allinone.com.sg,2
160300,Siv,Sothea,siv@123,HR,Singapore,Siv.Sothea@allinone.com.sg,2
160301,Vannak,Samnang,vannak@123,HR,Singapore,Vannak.Samnang@allinone.com.sg,2
160302,Kumara,Sareth,kumara@123,HR,Singapore,Kumara.Sareth@allinone.com.sg,3
160303,Sok,Kheng,sok@123,HR,Singapore,Sok.Kheng@allinone.com.sg,2
160304,Siti,Yusuf,siti@123,HR,Singapore,Siti.Yusuf@allinone.com.sg,2
160305,Chanh,Tith,chanh@123,HR,Singapore,Chanh.Tith@allinone.com.sg,2
160306,Anh,Van,anh@123,HR,Singapore,Anh.Van@allinone.com.sg,3
160307,Priya,Kumar,priya@123,HR,Singapore,Priya.Kumar@allinone.com.sg,2
160308,Nanda,Kesavan,nanda@123,HR,Singapore,Nanda.Kesavan@allinone.com.sg,2
160313,Rithy,Sok,rithy@123,HR,Singapore,Rithy.Sok@allinone.com.sg,4
160314,Mani,Devi,mani@123,HR,Singapore,Mani.Devi@allinone.com.sg,4
160315,Koh,Seng,koh@123,HR,Singapore,Koh.Seng@allinone.com.sg,4
160316,Arifin,Saputra,arifin@123,HR,Singapore,Arifin.Saputra@allinone.com.sg,4
160317,Kumari,Pillai,kumari@123,HR,Singapore,Kumari.Pillai@allinone.com.sg,2
160318,Narong,Chua,narong@123,HR,Singapore,Narong.Chua@allinone.com.sg,3
160323,Thi,Ling,thi@123,HR,Singapore,Thi.Ling@allinone.com.sg,2
160324,Vannak,Seng,vannak@123,HR,Singapore,Vannak.Seng@allinone.com.sg,2
160325,Phuong,Truong,phuong@123,HR,Singapore,Phuong.Truong@allinone.com.sg,2
160326,Srey,Suon,srey@123,HR,Singapore,Srey.Suon@allinone.com.sg,2
160328,Hlaing,Myat,hlaing@123,HR,Singapore,Hlaing.Myat@allinone.com.sg,3
160329,Anh,Vo,anh@123,HR,Singapore,Anh.Vo@allinone.com.sg,4
160330,Chin,Chen,chin@123,HR,Singapore,Chin.Chen@allinone.com.sg,4
160331,Nara,Loo,nara@123,HR,Singapore,Nara.Loo@allinone.com.sg,4
160332,Somchai,Kong,somchai@123,HR,Singapore,Somchai.Kong@allinone.com.sg,4
160333,Rath,Khun,rath@123,HR,Singapore,Rath.Khun@allinone.com.sg,4
160334,Chinh,Nguyen,chinh@123,HR,Singapore,Chinh.Nguyen@allinone.com.sg,2
160335,Yee,Chong,yee@123,HR,Singapore,Yee.Chong@allinone.com.sg,3
160336,Heng,Phal,heng@123,HR,Singapore,Heng.Phal@allinone.com.sg,2
160337,Sokunthea,Seng,sokunthea@123,HR,Singapore,Sokunthea.Seng@allinone.com.sg,2
160338,Champa,Pheap,champa@123,HR,Singapore,Champa.Pheap@allinone.com.sg,2
160339,Rahim,Harun,rahim@123,HR,Singapore,Rahim.Harun@allinone.com.sg,2
170166,David,Yap,david@123,Finance,Singapore,David.Yap@allinone.com.sg,3
170208,Daniel,Tan,daniel@123,Finance,Singapore,Daniel.Tan@allinone.com.sg,2
170215,Mary,Wong,mary@123,Finance,Singapore,Mary.Wong@allinone.com.sg,2
170216,Jaclyn,Ong,jaclyn@123,Finance,Singapore,Jaclyn.Ong@allinone.com.sg,2
170232,Jacob,Tan,jacob@123,Finance,Singapore,Jacob.Tan@allinone.com.sg,2
170233,Logan,Goh,logan@123,Finance,Singapore,Logan.Goh@allinone.com.sg,2
170238,Jackson,Chan,jackson@123,Finance,Singapore,Jackson.Chan@allinone.com.sg,2
170245,Aiden,Teo,aiden@123,Finance,Singapore,Aiden.Teo@allinone.com.sg,2
170655,Samuel,Lee,samuel@123,Finance,Singapore,Samuel.Lee@allinone.com.sg,2
170866,Susan,Lim,susan@123,Finance,Singapore,Susan.Lim@allinone.com.sg,2
171008,Janice,Heng,janice@123,Finance,Singapore,Janice.Heng@allinone.com.sg,2
171009,Nanda,Kesavan,nanda@123,Finance,Singapore,Nanda.Kesavan@allinone.com.sg,3
171010,Rithy,Sok,rithy@123,Finance,Singapore,Rithy.Sok@allinone.com.sg,2
171011,Mani,Devi,mani@123,Finance,Singapore,Mani.Devi@allinone.com.sg,2
171012,Koh,Seng,koh@123,Finance,Singapore,Koh.Seng@allinone.com.sg,2
171013,Arifin,Saputra,arifin@123,Finance,Singapore,Arifin.Saputra@allinone.com.sg,2
171014,Kumari,Pillai,kumari@123,Finance,Singapore,Kumari.Pillai@allinone.com.sg,3
171015,Narong,Chua,narong@123,Finance,Singapore,Narong.Chua@allinone.com.sg,2
171016,Thi,Ling,thi@123,Finance,Singapore,Thi.Ling@allinone.com.sg,2
171017,Vannak,Seng,vannak@123,Finance,Singapore,Vannak.Seng@allinone.com.sg,2
171018,Phuong,Truong,phuong@123,Finance,Singapore,Phuong.Truong@allinone.com.sg,3
171022,Srey,Suon,srey@123,Finance,Singapore,Srey.Suon@allinone.com.sg,2
171023,Hlaing,Myat,hlaing@123,Finance,Singapore,Hlaing.Myat@allinone.com.sg,2
171024,Anh,Vo,anh@123,Finance,Singapore,Anh.Vo@allinone.com.sg,2
171026,Chin,Chen,chin@123,Finance,Singapore,Chin.Chen@allinone.com.sg,2
171027,Nara,Loo,nara@123,Finance,Singapore,Nara.Loo@allinone.com.sg,2
171029,Somchai,Kong,somchai@123,Finance,Singapore,Somchai.Kong@allinone.com.sg,3
171030,Rath,Khun,rath@123,Finance,Singapore,Rath.Khun@allinone.com.sg,2
171031,Chinh,Nguyen,chinh@123,Finance,Singapore,Chinh.Nguyen@allinone.com.sg,2
171032,Yee,Chong,yee@123,Finance,Singapore,Yee.Chong@allinone.com.sg,2
171033,Heng,Phal,heng@123,Finance,Singapore,Heng.Phal@allinone.com.sg,2
171034,Sokunthea,Seng,sokunthea@123,Finance,Singapore,Sokunthea.Seng@allinone.com.sg,2
171035,Champa,Pheap,champa@123,Finance,Singapore,Champa.Pheap@allinone.com.sg,2
171036,Rahim,Harun,rahim@123,Finance,Singapore,Rahim.Harun@allinone.com.sg,2
171038,Hakim,Sulaiman,hakim@123,Finance,Singapore,Hakim.Sulaiman@allinone.com.sg,2
171039,Trung,Nguyen,trung@123,Finance,Singapore,Trung.Nguyen@allinone.com.sg,2
171041,Seng,Sao,seng@123,Finance,Singapore,Seng.Sao@allinone.com.sg,2
171042,Narong,Savoeun,narong@123,Finance,Singapore,Narong.Savoeun@allinone.com.sg,2
171043,Phuc,Luong,phuc@123,Finance,Singapore,Phuc.Luong@allinone.com.sg,3
171044,Chandara,Tith,chandara@123,Finance,Singapore,Chandara.Tith@allinone.com.sg,2
171045,Soma,Voeun,soma@123,Finance,Singapore,Soma.Voeun@allinone.com.sg,2
171046,Siv,Sothea,siv@123,Finance,Singapore,Siv.Sothea@allinone.com.sg,2
171047,Vannak,Samnang,vannak@123,Finance,Singapore,Vannak.Samnang@allinone.com.sg,2
171048,Kumara,Sareth,kumara@123,Finance,Singapore,Kumara.Sareth@allinone.com.sg,2
180001,Ernst,Sim,ernst@123,Consultancy,Singapore,Ernst.Sim@allinone.com.sg,3
180002,Rithy,Chheng,rithy@123,Consultancy,Singapore,Rithy.Chheng@allinone.com.sg,2
180003,Mani,Raj,mani@123,Consultancy,Singapore,Mani.Raj@allinone.com.sg,2
180004,Sokunthea,Phan,sokunthea@123,Consultancy,Singapore,Sokunthea.Phan@allinone.com.sg,2
180005,Mani,Devi,mani@123,Consultancy,Singapore,Mani.Devi@allinone.com.sg,2
180006,Somnang,Suon,somnang@123,Consultancy,Singapore,Somnang.Suon@allinone.com.sg,2
180010,Samsul,Rahman,samsul@123,Consultancy,Singapore,Samsul.Rahman@allinone.com.sg,2
180011,Rath,Phan,rath@123,Consultancy,Singapore,Rath.Phan@allinone.com.sg,2
180012,Ji,Han,ji@123,Consultancy,Singapore,Ji.Han@allinone.com.sg,3
180013,Sok,Pich,sok@123,Consultancy,Singapore,Sok.Pich@allinone.com.sg,2
180014,Minh,Hoang,minh@123,Consultancy,Singapore,Minh.Hoang@allinone.com.sg,2
180015,Anil,Kumar,anil@123,Consultancy,Singapore,Anil.Kumar@allinone.com.sg,2
180019,Chinh,Le,chinh@123,Consultancy,Singapore,Chinh.Le@allinone.com.sg,2
180020,Seng,Seng,seng@123,Consultancy,Singapore,Seng.Seng@allinone.com.sg,2
180021,Nanda,Kesavan,nanda@123,Consultancy,Singapore,Nanda.Kesavan@allinone.com.sg,2
180022,Amirah,Ahmad,amirah@123,Consultancy,Singapore,Amirah.Ahmad@allinone.com.sg,2
180023,Sokly,Sok,sokly@123,Consultancy,Singapore,Sokly.Sok@allinone.com.sg,2
180025,Trung,Pham,trung@123,Consultancy,Singapore,Trung.Pham@allinone.com.sg,2
180026,Rithya,Suon,rithya@123,Consultancy,Singapore,Rithya.Suon@allinone.com.sg,2
180027,Phuc,Vo,phuc@123,Consultancy,Singapore,Phuc.Vo@allinone.com.sg,2
180029,Chandra,Pandey,chandra@123,Consultancy,Singapore,Chandra.Pandey@allinone.com.sg,3
180030,Manoj,Singh,manoj@123,Consultancy,Singapore,Manoj.Singh@allinone.com.sg,2
180032,Phalla,Yong,phalla@123,Consultancy,Singapore,Phalla.Yong@allinone.com.sg,2
180033,Chhaya,Sou,chhaya@123,Consultancy,Singapore,Chhaya.Sou@allinone.com.sg,2
180034,Soma,Lim,soma@123,Consultancy,Singapore,Soma.Lim@allinone.com.sg,2
180036,Siv,Sun,siv@123,Consultancy,Singapore,Siv.Sun@allinone.com.sg,2
180037,Vannak,Mao,vannak@123,Consultancy,Singapore,Vannak.Mao@allinone.com.sg,2
180038,Kumara,Seng,kumara@123,Consultancy,Singapore,Kumara.Seng@allinone.com.sg,2
190003,Sok,Heng,sok@123,Solutioning,Singapore,Sok.Heng@allinone.com.sg,2
190004,Siti,Saad,siti@123,Solutioning,Singapore,Siti.Saad@allinone.com.sg,2
190005,Chanh,Ly,chanh@123,Solutioning,Singapore,Chanh.Ly@allinone.com.sg,2
190006,Anh,Truong,anh@123,Solutioning,Singapore,Anh.Truong@allinone.com.sg,2
190008,Hakim,Rahman,hakim@123,Solutioning,Singapore,Hakim.Rahman@allinone.com.sg,2
190009,Priya,Kaur,priya@123,Solutioning,Singapore,Priya.Kaur@allinone.com.sg,2
190010,Narong,Chen,narong@123,Solutioning,Singapore,Narong.Chen@allinone.com.sg,2
190014,Rin,Sok,rin@123,Solutioning,Singapore,Rin.Sok@allinone.com.sg,2
190015,Phuc,Lam,phuc@123,Solutioning,Singapore,Phuc.Lam@allinone.com.sg,2
190016,Sok,Chin,sok@123,Solutioning,Singapore,Sok.Chin@allinone.com.sg,2
190017,Chandara,Kong,chandara@123,Solutioning,Singapore,Chandara.Kong@allinone.com.sg,2
190018,Phanith,Sok,phanith@123,Solutioning,Singapore,Phanith.Sok@allinone.com.sg,2
190019,Heng,Sim,heng@123,Solutioning,Singapore,Heng.Sim@allinone.com.sg,3
190021,Nanda,Devan,nanda@123,Solutioning,Singapore,Nanda.Devan@allinone.com.sg,2
190022,Pich,Phan,pich@123,Solutioning,Singapore,Pich.Phan@allinone.com.sg,2
190024,Anil,Sarawat,anil@123,Solutioning,Singapore,Anil.Sarawat@allinone.com.sg,2
190025,Nguyen,Tuan,nguyen@123,Solutioning,Singapore,Nguyen.Tuan@allinone.com.sg,2
190026,Bao,Kim,bao@123,Solutioning,Singapore,Bao.Kim@allinone.com.sg,2
190027,Boun,Sok,boun@123,Solutioning,Singapore,Boun.Sok@allinone.com.sg,2
190028,Soma,Khun,soma@123,Solutioning,Singapore,Soma.Khun@allinone.com.sg,2
190029,Samsul,Saifullah,samsul@123,Solutioning,Singapore,Samsul.Saifullah@allinone.com.sg,2
190030,Rina,Li,rina@123,Solutioning,Singapore,Rina.Li@allinone.com.sg,2
190031,Mani,Prasad,mani@123,Solutioning,Singapore,Mani.Prasad@allinone.com.sg,2
190032,Koh,Seng,koh@123,Solutioning,Singapore,Koh.Seng@allinone.com.sg,2
190033,Arifin,Siregar,arifin@123,Solutioning,Singapore,Arifin.Siregar@allinone.com.sg,2
190035,Kumari,Devi,kumari@123,Solutioning,Singapore,Kumari.Devi@allinone.com.sg,2
190036,Narong,Khun,narong@123,Solutioning,Singapore,Narong.Khun@allinone.com.sg,2
190037,Siti,Abdullah,siti@123,Solutioning,Singapore,Siti.Abdullah@allinone.com.sg,3
190038,Heng,Chan,heng@123,Solutioning,Singapore,Heng.Chan@allinone.com.sg,2
190040,Rina,Tan,rina@123,Solutioning,Singapore,Rina.Tan@allinone.com.sg,2
190041,Boun,Souk,boun@123,Solutioning,Singapore,Boun.Souk@allinone.com.sg,2
190042,Aung,Kyaw,aung@123,Solutioning,Singapore,Aung.Kyaw@allinone.com.sg,2
190043,Thuy,Nguyen,thuy@123,Solutioning,Singapore,Thuy.Nguyen@allinone.com.sg,2
190044,Rajesh,Kumar,rajesh@123,Solutioning,Singapore,Rajesh.Kumar@allinone.com.sg,2
190045,Koh,Lim,koh@123,Solutioning,Singapore,Koh.Lim@allinone.com.sg,2
190046,Somchai,Somboon,somchai@123,Solutioning,Singapore,Somchai.Somboon@allinone.com.sg,2
190047,Seng,Lee,seng@123,Solutioning,Singapore,Seng.Lee@allinone.com.sg,2
190048,Anh,Tran,anh@123,Solutioning,Singapore,Anh.Tran@allinone.com.sg,2
190049,Ratana,Chen,ratana@123,Solutioning,Singapore,Ratana.Chen@allinone.com.sg,2
190050,Bui,Nguyen,bui@123,Solutioning,Singapore,Bui.Nguyen@allinone.com.sg,2
190051,Rahim,Khalid,rahim@123,Solutioning,Singapore,Rahim.Khalid@allinone.com.sg,2
190052,Dewi,Putri,dewi@123,Solutioning,Singapore,Dewi.Putri@allinone.com.sg,2
190054,Sokha,Seng,sokha@123,Solutioning,Singapore,Sokha.Seng@allinone.com.sg,2
190055,Tuan,Nguyen,tuan@123,Solutioning,Singapore,Tuan.Nguyen@allinone.com.sg,2
190056,Bao,Luu,bao@123,Solutioning,Singapore,Bao.Luu@allinone.com.sg,2
190057,Amara,Singh,amara@123,Solutioning,Singapore,Amara.Singh@allinone.com.sg,2
190058,Srey,Mao,srey@123,Solutioning,Singapore,Srey.Mao@allinone.com.sg,2
190059,Phuc,Le,phuc@123,Solutioning,Singapore,Phuc.Le@allinone.com.sg,3
190064,Arifin,Saputra,arifin@123,Solutioning,Singapore,Arifin.Saputra@allinone.com.sg,2
190065,Siti,Salleh,siti@123,Solutioning,Malaysia,Siti.Salleh@allinone.com.my,2
190066,Rina,Siriporn,rina@123,Solutioning,Malaysia,Rina.Siriporn@allinone.com.my,2
190067,Minh,Ly,minh@123,Solutioning,Malaysia,Minh.Ly@allinone.com.my,3
190068,Chandara,Kim,chandara@123,Solutioning,Malaysia,Chandara.Kim@allinone.com.my,2
190069,Heng,Phan,heng@123,Solutioning,Indonesia,Heng.Phan@allinone.com.id,2
190070,Nara,Khun,nara@123,Solutioning,Indonesia,Nara.Khun@allinone.com.id,3
190074,Priya,Malik,priya@123,Solutioning,Indonesia,Priya.Malik@allinone.com.id,2
190075,Ngoc,Trinh,ngoc@123,Solutioning,Indonesia,Ngoc.Trinh@allinone.com.id,2
190076,Manoj,Kumar,manoj@123,Solutioning,Indonesia,Manoj.Kumar@allinone.com.id,2
190077,Anh,Pham,anh@123,Solutioning,Vietnam,Anh.Pham@allinone.com.vn,3
190078,Somsak,Somsri,somsak@123,Solutioning,Vietnam,Somsak.Somsri@allinone.com.vn,2
190079,Chin,Lim,chin@123,Solutioning,Vietnam,Chin.Lim@allinone.com.vn,2
190080,Sok,Chhay,sok@123,Solutioning,"Hong Kong",Sok.Chhay@allinone.com.hk,2
190082,Tat,Nguyen,tat@123,Solutioning,"Hong Kong",Tat.Nguyen@allinone.com.hk,2
190086,Hlaing,Sithu,hlaing@123,Solutioning,"Hong Kong",Hlaing.Sithu@allinone.com.hk,3
190087,Santhi,Perumal,santhi@123,Solutioning,"Hong Kong",Santhi.Perumal@allinone.com.hk,2
190088,Hakim,Siregar,hakim@123,Solutioning,"Hong Kong",Hakim.Siregar@allinone.com.hk,2
190089,Sirirat,Chaiyaporn,sirirat@123,Solutioning,"Hong Kong",Sirirat.Chaiyaporn@allinone.com.hk,2
190091,Chinh,Tran,chinh@123,Solutioning,Singapore,Chinh.Tran@allinone.com.sg,2
190092,Siti,Ahmad,siti@123,Solutioning,Singapore,Siti.Ahmad@allinone.com.sg,2
190093,Chandra,Rai,chandra@123,Solutioning,Singapore,Chandra.Rai@allinone.com.sg,3
190094,Ratana,Keo,ratana@123,Solutioning,Singapore,Ratana.Keo@allinone.com.sg,2
190095,Yee,Lim,yee@123,Solutioning,Singapore,Yee.Lim@allinone.com.sg,2
190096,Wai,Yong,wai@123,Solutioning,Singapore,Wai.Yong@allinone.com.sg,2
190097,Thi,Pham,thi@123,Solutioning,Singapore,Thi.Pham@allinone.com.sg,2
190098,Nara,Sok,nara@123,Solutioning,Singapore,Nara.Sok@allinone.com.sg,2
210001,Peter,Yap,peter@123,IT,Singapore,Peter.yap@allinone.com.sg,3
210017,Rithy,Sok,rithy@123,IT,Singapore,Rithy.Sok@allinone.com.sg,2
210018,Mani,Devi,mani@123,IT,Singapore,Mani.Devi@allinone.com.sg,3
210019,Koh,Seng,koh@123,IT,Singapore,Koh.Seng@allinone.com.sg,2
210020,Arifin,Saputra,arifin@123,IT,Singapore,Arifin.Saputra@allinone.com.sg,2
210021,Kumari,Pillai,kumari@123,IT,Singapore,Kumari.Pillai@allinone.com.sg,2
210022,Narong,Chua,narong@123,IT,Singapore,Narong.Chua@allinone.com.sg,2
210023,Thi,Ling,thi@123,IT,Singapore,Thi.Ling@allinone.com.sg,2
210024,Vannak,Seng,vannak@123,IT,Singapore,Vannak.Seng@allinone.com.sg,2
210025,Phuong,Truong,phuong@123,IT,Singapore,Phuong.Truong@allinone.com.sg,2
210026,Srey,Suon,srey@123,IT,Singapore,Srey.Suon@allinone.com.sg,2
210027,Hlaing,Myat,hlaing@123,IT,Singapore,Hlaing.Myat@allinone.com.sg,2
210028,Anh,Vo,anh@123,IT,Singapore,Anh.Vo@allinone.com.sg,3
210029,Chin,Chen,chin@123,IT,Singapore,Chin.Chen@allinone.com.sg,2
210030,Nara,Loo,nara@123,IT,Singapore,Nara.Loo@allinone.com.sg,2
210031,Somchai,Kong,somchai@123,IT,Singapore,Somchai.Kong@allinone.com.sg,2
210032,Rath,Khun,rath@123,IT,Singapore,Rath.Khun@allinone.com.sg,2
210033,Chinh,Nguyen,chinh@123,IT,Singapore,Chinh.Nguyen@allinone.com.sg,2
210034,Yee,Chong,yee@123,IT,Singapore,Yee.Chong@allinone.com.sg,2
210035,Heng,Phal,heng@123,IT,Singapore,Heng.Phal@allinone.com.sg,2
210036,Sokunthea,Seng,sokunthea@123,IT,Singapore,Sokunthea.Seng@allinone.com.sg,2
210037,Champa,Pheap,champa@123,IT,Singapore,Champa.Pheap@allinone.com.sg,2
210038,Rahim,Harun,rahim@123,IT,Singapore,Rahim.Harun@allinone.com.sg,2
210039,Hakim,Sulaiman,hakim@123,IT,Singapore,Hakim.Sulaiman@allinone.com.sg,2
210040,Trung,Nguyen,trung@123,IT,Singapore,Trung.Nguyen@allinone.com.sg,2
210041,Seng,Sao,seng@123,IT,Singapore,Seng.Sao@allinone.com.sg,2
210042,Narong,Savoeun,narong@123,IT,Singapore,Narong.Savoeun@allinone.com.sg,2
210043,Phuc,Luong,phuc@123,IT,Singapore,Phuc.Luong@allinone.com.sg,2
210044,Chandara,Tith,chandara@123,IT,Singapore,Casandara.Tith@allinone.com.sg,2
